data_base,segmento,porte_indisponivel,carteira_ativa,operacoes,celulas_suprimidas,celulas
2020-10-31,Cooperativa,False,10568279166.039999,419134.0,454,1756
2020-10-31,Cooperativa,True,758175127.67,69196.0,121,294
2020-10-31,Desenvolvimento/Fomento,False,13292069123.21,16603.0,157,564
2020-10-31,Desenvolvimento/Fomento,True,302379434.10999995,183.0,22,30
2020-10-31,Financeira,False,590475393.12,21235.0,163,288
2020-10-31,Financeira,True,4074652.09,392.0,42,63
2020-10-31,Fintech,False,7300550.1,113.0,28,32
2020-10-31,Outros,False,15025206.51,26.0,45,47
2020-11-30,Arrendamento,False,448029330.15999997,983.0,72,112
2020-11-30,Arrendamento,True,4596447.34,0.0,5,5
2020-11-30,Banco,False,97072300512.13,1320636.0,817,3396
2020-11-30,Banco,True,1517265349.21,29687.0,184,453
2020-11-30,Cooperativa,False,10995165639.7,414667.0,445,1741
2020-11-30,Cooperativa,True,930646229.8100001,86046.0,115,293
2020-11-30,Desenvolvimento/Fomento,False,13205007822.04,16806.0,150,562
2020-11-30,Desenvolvimento/Fomento,True,305086181.59999996,184.0,22,30
2020-11-30,Financeira,False,590237108.54,10576.0,152,280
2020-11-30,Financeira,True,2461190.19,327.0,43,58
2020-11-30,Fintech,False,7441746.5200000005,128.0,29,34
2020-11-30,Outros,False,29539684.69,546.0,49,60
2020-12-31,Arrendamento,False,444195892.32,964.0,75,115
2020-12-31,Arrendamento,True,4403400.65,0.0,5,5
2020-12-31,Banco,False,98513402975.4,1361384.0,816,3435
2020-12-31,Banco,True,1550897860.43,25661.0,193,472
2020-12-31,Cooperativa,False,11343484608.2,413774.0,447,1761
2020-12-31,Cooperativa,True,921838270.67,88958.0,112,295
2020-12-31,Desenvolvimento/Fomento,False,13158097696.43,16871.0,141,552
2020-12-31,Desenvolvimento/Fomento,True,308348837.28,188.0,22,30
2020-12-31,Financeira,False,572369292.29,10351.0,153,280
2020-12-31,Financeira,True,2362501.46,337.0,43,59
2020-12-31,Fintech,False,9568311.64,178.0,32,40
2020-12-31,Outros,False,53972873.44,1464.0,43,66
2021-01-31,Arrendamento,False,437192736.04,949.0,77,115
2021-01-31,Arrendamento,True,4236059.59,0.0,5,5
2021-01-31,Banco,False,98454276583.23,1360126.0,840,3478
2021-01-31,Banco,True,1530496993.96,18058.0,175,428
2021-01-31,Cooperativa,False,11348933806.32,411417.0,473,1812
2021-01-31,Cooperativa,True,996597768.87,99961.0,123,312
2021-01-31,Desenvolvimento/Fomento,False,12919394756.66,16805.0,148,552
2021-01-31,Desenvolvimento/Fomento,True,311096970.03999996,189.0,23,31
2021-01-31,Financeira,False,565389500.23,10009.0,161,286
2021-01-31,Financeira,True,5124525.140000001,448.0,42,62
2021-01-31,Fintech,False,9698950.56,201.0,36,43
2021-01-31,Fintech,True,8545.03,0.0,1,1
2021-01-31,Outros,False,54162998.6,1499.0,46,68
2021-01-31,Outros,True,58786.28,0.0,1,1
2021-02-28,Arrendamento,False,433087726.82,955.0,78,116
2021-02-28,Arrendamento,True,4289420.800000001,0.0,6,6
2021-02-28,Banco,False,99048262131.84,1396009.0,843,3478
2021-02-28,Banco,True,1633200126.87,17318.0,168,427
2021-02-28,Cooperativa,False,11377932235.53,421354.0,474,1824
2021-02-28,Cooperativa,True,1049743863.2,102689.0,122,316
2021-02-28,Desenvolvimento/Fomento,False,12792392632.1,16838.0,153,554
2021-02-28,Desenvolvimento/Fomento,True,332180999.45,191.0,23,31
2021-02-28,Financeira,False,583881510.84,10883.0,180,324
2021-02-28,Financeira,True,1337282.4300000002,0.0,13,13
2021-02-28,Fintech,False,10645548.36,229.0,35,43
2021-02-28,Fintech,True,79517.62,44.0,0,1
2021-02-28,Outros,False,53114201.21,1498.0,44,68
2021-02-28,Outros,True,58828.69,0.0,1,1
2021-03-31,Arrendamento,False,422910030.65,936.0,78,115
2021-03-31,Arrendamento,True,4068491.84,0.0,6,6
2021-03-31,Banco,False,101840464469.89,1408281.0,843,3482
2021-03-31,Banco,True,1722981167.99,17602.0,183,441
2021-03-31,Cooperativa,False,11638067654.83,411119.0,481,1825
2021-03-31,Cooperativa,True,1203831409.67,119284.0,110,320
2021-03-31,Desenvolvimento/Fomento,False,12708618689.52,16780.0,151,556
2021-03-31,Desenvolvimento/Fomento,True,323595910.34000003,188.0,22,30
2021-03-31,Financeira,False,580084598.02,10731.0,177,322
2021-03-31,Financeira,True,943512.22,0.0,13,13
2021-03-31,Fintech,False,12267302.42,333.0,35,45
2021-03-31,Instituição de pagamento,False,300316.76,72.0,20,23
2021-03-31,Outros,False,51403081.12,1485.0,43,65
2021-03-31,Outros,True,9665.65,0.0,1,1
2021-04-30,Arrendamento,False,423440632.85,933.0,77,115
2021-04-30,Arrendamento,True,3885779.3200000003,0.0,6,6
2021-04-30,Banco,False,101234014009.47,1414257.0,845,3461
2021-04-30,Banco,True,1732810425.41,22362.0,173,448
2021-04-30,Cooperativa,False,11730348453.44,412111.0,470,1821
2021-04-30,Cooperativa,True,1270957918.88,123411.0,110,316
2021-04-30,Desenvolvimento/Fomento,False,12608709798.58,16612.0,151,554
2021-04-30,Desenvolvimento/Fomento,True,322927022.6,189.0,24,32
2021-04-30,Financeira,False,596998934.01,10955.0,169,315
2021-04-30,Financeira,True,1036395.01,0.0,13,13
2021-04-30,Fintech,False,13836906.39,380.0,36,48
2021-04-30,Instituição de pagamento,False,271712.67,49.0,17,19
2021-04-30,Instituição de pagamento,True,154818.8,432.0,4,11
2021-04-30,Outros,False,53798490.26,1486.0,45,75
2021-04-30,Outros,True,9672.45,0.0,1,1
2021-05-31,Arrendamento,False,420360828.32,979.0,73,112
2021-05-31,Arrendamento,True,3701472.58,0.0,6,6
2021-05-31,Banco,False,101744342830.0,1436067.0,855,3452
2021-05-31,Banco,True,1534169018.92,21859.0,173,454
2021-05-31,Cooperativa,False,11920285188.91,411580.0,460,1816
2021-05-31,Cooperativa,True,1288243095.17,129525.0,94,313
2021-05-31,Desenvolvimento/Fomento,False,12621991244.96,16635.0,145,545
2021-05-31,Desenvolvimento/Fomento,True,323611806.73,192.0,23,31
2021-05-31,Financeira,False,625207233.72,10981.0,181,322
2021-05-31,Financeira,True,1346311.95,0.0,10,10
2021-05-31,Fintech,False,15400491.76,437.0,38,52
2021-05-31,Fintech,True,5930.0,0.0,1,1
2021-05-31,Instituição de pagamento,False,239163.22,18.0,15,16
2021-05-31,Instituição de pagamento,True,288837.4,899.0,2,11
2021-05-31,Outros,False,52742749.47,1488.0,45,78
2021-05-31,Outros,True,9679.48,0.0,1,1
2021-06-30,Arrendamento,False,426075948.49,968.0,74,113
2021-06-30,Arrendamento,True,3477237.6,0.0,6,6
2021-06-30,Banco,False,104032983700.5,1424204.0,841,3417
2021-06-30,Banco,True,1624763766.1100001,24506.0,161,472
2021-06-30,Cooperativa,False,12081042436.710001,393905.0,466,1819
2021-06-30,Cooperativa,True,1483115865.67,155887.0,95,317
2021-06-30,Desenvolvimento/Fomento,False,12469434251.0,16917.0,171,579
2021-06-30,Desenvolvimento/Fomento,True,327800101.35,194.0,22,30
2021-06-30,Financeira,False,641959439.59,11159.0,176,319
2021-06-30,Financeira,True,1553499.43,0.0,13,13
2021-06-30,Fintech,False,15713399.94,443.0,36,51
2021-06-30,Fintech,True,495255.78,22.0,0,1
2021-06-30,Instituição de pagamento,False,22070.79,19.0,2,3
2021-06-30,Instituição de pagamento,True,474284.69,1455.0,2,13
2021-06-30,Outros,False,52749626.089999996,1490.0,43,78
2021-06-30,Outros,True,9679.48,0.0,1,1
2021-07-31,Arrendamento,False,418269225.03,987.0,71,110
2021-07-31,Arrendamento,True,485033.56,0.0,5,5
2021-07-31,Banco,False,104147409199.25,1407238.0,845,3402
2021-07-31,Banco,True,1778443486.18,41014.0,165,484
2021-07-31,Cooperativa,False,12580697851.24,405232.0,461,1817
2021-07-31,Cooperativa,True,1587606473.04,152434.0,88,315
2021-07-31,Desenvolvimento/Fomento,False,12236815368.19,17435.0,171,575
2021-07-31,Desenvolvimento/Fomento,True,325926528.79,194.0,23,31
2021-07-31,Financeira,False,639893018.26,11348.0,179,321
2021-07-31,Financeira,True,4864864.43,0.0,13,13
2021-07-31,Fintech,False,15259632.13,427.0,37,52
2021-07-31,Fintech,True,452788.45,31.0,0,1
2021-07-31,Instituição de pagamento,False,23291.07,13.0,2,3
2021-07-31,Instituição de pagamento,True,692995.1299999999,2096.0,2,13
2021-07-31,Outros,False,50462812.64,1491.0,40,77
2021-07-31,Outros,True,9740.86,0.0,1,1
2021-08-31,Arrendamento,False,412817707.24,947.0,75,111
2021-08-31,Arrendamento,True,442452.94,0.0,4,4
2021-08-31,Banco,False,107418908357.4,1414883.0,847,3435
2021-08-31,Banco,True,1632085878.4499998,23062.0,173,461
2021-08-31,Cooperativa,False,12865452319.06,427710.0,449,1815
2021-08-31,Cooperativa,True,1580382623.02,136961.0,103,347
2021-08-31,Desenvolvimento/Fomento,False,12310613962.44,18151.0,169,580
2021-08-31,Desenvolvimento/Fomento,True,333798746.66,192.0,22,30
2021-08-31,Financeira,False,664067768.44,11687.0,180,329
2021-08-31,Financeira,True,5123892.34,0.0,15,15
2021-08-31,Fintech,False,14875997.35,434.0,38,53
2021-08-31,Fintech,True,1076724.92,52.0,3,5
2021-08-31,Instituição de pagamento,False,23993.64,0.0,7,7
2021-08-31,Instituição de pagamento,True,977058.1,2894.0,3,14
2021-08-31,Outros,False,48644426.559999995,1489.0,42,80
2021-08-31,Outros,True,9764.3,0.0,1,1
2021-09-30,Arrendamento,False,456487244.5,972.0,71,109
2021-09-30,Arrendamento,True,411816.79,0.0,4,4
2021-09-30,Banco,False,109689943548.99,1415364.0,852,3429
2021-09-30,Banco,True,1753344638.42,39629.0,161,483
2021-09-30,Cooperativa,False,13075077841.94,422397.0,455,1836
2021-09-30,Cooperativa,True,1746410080.98,160607.0,115,357
2021-09-30,Desenvolvimento/Fomento,False,12291440276.56,18606.0,171,584
2021-09-30,Desenvolvimento/Fomento,True,333281563.46000004,188.0,22,30
2021-09-30,Financeira,False,707247399.86,12008.0,176,328
2021-09-30,Financeira,True,5195712.84,0.0,17,17
2021-09-30,Fintech,False,17133883.89,499.0,41,56
2021-09-30,Instituição de pagamento,False,31439.24,42.0,5,7
2021-09-30,Instituição de pagamento,True,1402453.7000000002,4098.0,4,15
2021-09-30,Outros,False,48678625.94,1480.0,40,77
2021-09-30,Outros,True,9442.87,0.0,1,1
2021-10-31,Arrendamento,False,465239380.25,935.0,73,108
2021-10-31,Arrendamento,True,382339.88,0.0,3,3
2021-10-31,Banco,False,110932553746.06,1460483.0,833,3427
2021-10-31,Banco,True,1715816743.32,25734.0,185,477
2021-10-31,Cooperativa,False,13504945591.97,446516.0,482,1861
2021-10-31,Cooperativa,True,1670928870.74,156837.0,113,354
2021-10-31,Desenvolvimento/Fomento,False,12421542852.17,19056.0,168,597
2021-10-31,Desenvolvimento/Fomento,True,311754529.81,187.0,18,26
2021-10-31,Financeira,False,716167409.8,12268.0,177,332
2021-10-31,Financeira,True,11162614.8,50.0,19,21
2021-10-31,Fintech,False,19328666.61,546.0,42,58
2021-10-31,Fintech,True,151128.31,0.0,1,1
2021-10-31,Instituição de pagamento,False,68849.02,42.0,14,16
2021-10-31,Instituição de pagamento,True,1876204.63,5474.0,4,15
2021-10-31,Outros,False,47358941.41,1500.0,41,79
2021-10-31,Outros,True,9442.87,0.0,1,1
2021-11-30,Arrendamento,False,471051723.34999996,911.0,75,111
2021-11-30,Arrendamento,True,372241.18999999994,0.0,3,3
2021-11-30,Banco,False,111938266795.2,1447455.0,830,3437
2021-11-30,Banco,True,1718449165.32,28916.0,157,479
2021-11-30,Cooperativa,False,13766874021.64,444039.0,465,1847
2021-11-30,Cooperativa,True,1862047230.32,179684.0,106,353
